TransactionID,AccountID,TransactionDate,TransactionAmount,TransactionType,TransactionChannel,ProductID,Status
1377,147,2023-10-18,1899.04,Debit,Web,1002,Success
1378,34,2023-02-20,3661.42,Debit,Mobile,1002,Success
1379,129,2021-03-31,996.27,Debit,Web,1004,Success
1380,111,2025-08-08,-1479.45,Credit,ATM,1008,Success
1381,69,2020-07-18,1733.98,Debit,Mobile,1012,Success
1382,52,2022-01-30,3151.64,Debit,Web,1023,Success
1383,88,2025-01-20,-2284.32,Credit,ATM,1025,Success
1384,86,2020-07-06,2010.55,Debit,Web,1005,Success
1385,155,2025-04-22,-279.37,Credit,ATM,1026,Success
1386,21,2020-02-09,61.53,Debit,Mobile,1005,Success
1387,161,2020-06-25,4489.38,Debit,Mobile,1011,Success
1388,127,2023-09-15,2619.11,Debit,ATM,1009,Success
1389,137,2021-09-23,2302.17,Debit,ATM,1015,Success
1390,101,2022-01-16,-2104.03,Credit,Mobile,1014,Success
1391,193,2025-06-28,1046.32,Debit,Mobile,1007,Success
1392,92,2023-12-16,3455.42,Debit,Mobile,1023,Success
1393,8,2020-12-27,1093.39,Debit,Mobile,1000,Success
1394,49,2025-12-18,3142.65,Debit,ATM,1024,Success
1395,117,2020-04-02,1305.55,Debit,Mobile,1014,Success
1396,122,2025-07-29,-2591.42,Credit,Mobile,1002,Success
1397,34,2023-05-05,-1337.34,Credit,Mobile,1009,Success
1398,55,2022-07-06,-1740.4,Credit,Mobile,1005,Success
1399,66,2020-03-06,4187.1,Debit,Web,1023,Success
1400,86,2023-07-22,3668.89,Debit,ATM,1018,Success
1401,186,2022-02-16,1373.41,Debit,Mobile,1011,Success
1402,53,2020-04-14,-96.66,Credit,Web,1015,Success
1403,70,2020-09-16,2660.01,Debit,Mobile,1020,Success
1404,80,2021-12-29,94.74,Debit,Mobile,1015,Success
1405,110,2025-12-09,-4661.08,Credit,Mobile,1011,Failed
1406,57,2020-06-15,797.05,Debit,Mobile,1022,Success
1407,43,2024-11-03,-4712.4,Credit,Web,1004,Success
1408,153,2020-08-30,2091.15,Debit,Web,1010,Success
1409,100,2025-06-18,4130.73,Debit,Mobile,1023,Success
1410,161,2024-10-30,-1985.58,Credit,ATM,1009,Success
1411,12,2021-01-16,610.81,Debit,Mobile,1026,Success
1412,149,2022-01-23,1751.79,Debit,ATM,1013,Success
1413,19,2024-04-14,-1104.61,Credit,Web,1020,Success
1414,108,2024-06-15,1885.01,Debit,Mobile,1008,Success
1415,64,2025-05-22,4210.66,Debit,Web,1017,Success
1416,72,2023-11-01,170.53,Debit,Web,1023,Success
1417,12,2020-11-15,4027.4,Debit,ATM,1014,Success
1418,121,2021-04-27,2147.7,Debit,Web,1021,Success
1419,169,2022-10-01,3216.7,Debit,Web,1018,Success
1420,2,2022-07-06,-2851.31,Credit,Web,1002,Success
1421,63,2022-04-12,4916.69,Debit,Mobile,1010,Success
1422,161,2024-05-31,1747.34,Debit,Mobile,1008,Failed
1423,24,2022-08-11,4609.56,Debit,Mobile,1021,Success
1424,149,2022-04-27,75.36,Debit,Mobile,1010,Success
1425,116,2023-12-04,-4592.58,Credit,Mobile,1020,Success
1426,158,2025-12-13,-3714.23,Credit,Mobile,1026,Success
1427,73,2020-02-16,-3545.81,Credit,Mobile,1011,Success
1428,64,2024-01-20,4157.47,Debit,ATM,1003,Success
1429,120,2021-02-06,938.48,Debit,Mobile,1003,Success
1430,55,2022-04-03,-1053.23,Credit,Mobile,1005,Success
1431,48,2020-03-19,3285.24,Debit,Web,1024,Success
1432,53,2025-03-02,296.55,Debit,Web,1001,Success
1433,159,2023-08-07,-1273.4,Credit,Mobile,1012,Success
1434,183,2020-01-25,-4723.22,Credit,ATM,1010,Success
1435,78,2022-01-26,718.86,Debit,ATM,1009,Success
1436,127,2023-05-23,2273.85,Debit,Mobile,1010,Success
1437,5,2021-06-10,-2571.03,Credit,Mobile,1013,Success
1438,83,2022-02-19,-2459.25,Credit,Web,1011,Success
1439,70,2025-04-16,3067.14,Debit,ATM,1016,Success
1440,117,2024-03-18,-1687.28,Credit,Web,1024,Success
1441,88,2023-02-11,764.63,Debit,ATM,1023,Success
1442,137,2025-04-26,2846.42,Debit,Mobile,1024,Success
1443,100,2025-02-05,937.75,Debit,Mobile,1016,Success
1444,28,2023-03-09,184.83,Debit,Mobile,1004,Success
1445,22,2020-07-08,771.5,Debit,ATM,1012,Success
1446,8,2025-10-02,677.79,Debit,Mobile,1015,Success
1447,76,2022-12-15,3862.92,Debit,Mobile,1001,Success
1448,48,2022-05-19,111.72,Debit,Web,1018,Success
1449,157,2020-11-30,-2583.31,Credit,Mobile,1018,Success
1450,47,2025-12-31,4278.18,Debit,Web,1018,Success
1451,193,2022-09-21,1399.44,Debit,Web,1000,Success
1452,177,2025-08-25,-1460.5,Credit,Mobile,1022,Success
1453,29,2020-07-27,2363.72,Debit,Mobile,1010,Success
1454,85,2023-08-13,2996.35,Debit,Mobile,1014,Success
1455,115,2025-11-09,4308.73,Debit,Web,1002,Success
1456,68,2020-03-16,-4081.92,Credit,Mobile,1009,Success
1457,177,2022-07-14,-1076.42,Credit,Mobile,1009,Success
1458,115,2024-09-19,-721.39,Credit,Web,1004,Success
1459,137,2021-02-06,-3790.8,Credit,Mobile,1015,Success
1460,139,2022-03-09,-1429.1,Credit,Web,1018,Success
1461,99,2024-12-08,-2618.17,Credit,Mobile,1005,Success
1462,70,2023-10-12,-422.76,Credit,Mobile,1024,Success
1463,45,2025-05-07,697.82,Debit,ATM,1005,Success
1464,56,2020-03-17,1427.84,Debit,Web,1012,Success
1465,65,2020-08-08,1839.57,Debit,Mobile,1023,Success
1466,113,2024-09-05,-1462.67,Credit,Mobile,1022,Success
1467,27,2020-12-31,1483.13,Debit,Mobile,1021,Success
1468,105,2025-12-10,-2209.53,Credit,Mobile,1000,Success
1469,85,2025-11-03,1739.48,Debit,Web,1014,Success
1470,164,2025-07-13,2726.3,Debit,Mobile,1009,Success
1471,11,2020-03-28,460.88,Debit,Mobile,1011,Success
1472,154,2022-01-11,2211.87,Debit,Web,1017,Success
1473,184,2025-11-05,3368.35,Debit,Mobile,1024,Success
1474,147,2022-02-08,-1704.46,Credit,Web,1008,Success
1475,125,2020-05-29,-4135.01,Credit,ATM,1008,Success
1476,94,2021-07-20,3114.63,Debit,Mobile,1007,Success
1477,65,2021-01-11,-3504.68,Credit,Web,1012,Success
1478,184,2022-10-01,1999.68,Debit,Mobile,1003,Success
1479,136,2022-09-16,3094.69,Debit,Mobile,1017,Success
1480,25,2025-12-02,2464.1,Debit,Mobile,1007,Success
1481,190,2020-01-05,800.44,Debit,Web,1011,Success
1482,188,2025-11-02,242.56,Debit,ATM,1020,Success
1483,145,2023-03-04,-601.68,Credit,Mobile,1018,Success
1484,58,2024-07-12,2935.09,Debit,Web,1021,Success
1485,190,2022-08-02,-1060.41,Credit,Mobile,1026,Success
1486,93,2020-08-06,4956.92,Debit,Mobile,1013,Failed
1487,11,2021-06-16,-1241.57,Credit,Mobile,1024,Success
1488,188,2020-10-09,204.17,Debit,Mobile,1013,Success
1489,133,2023-10-17,-1460.43,Credit,Web,1003,Success
1490,1,2025-11-18,-3765.39,Credit,Mobile,1015,Success
1491,87,2021-10-27,1026.24,Debit,ATM,1013,Success
1492,4,2020-11-24,1399.84,Debit,Web,1021,Success
1493,101,2020-08-21,593.52,Debit,Mobile,1013,Success
1494,64,2020-12-21,-3200.36,Credit,Mobile,1026,Success
1495,123,2024-07-13,4093.34,Debit,Web,1000,Success
1496,130,2020-06-30,-1614.9,Credit,Mobile,1010,Success
1497,35,2024-04-25,-4067.42,Credit,Web,1001,Success
1498,31,2023-03-16,-2021.99,Credit,Web,1005,Success
1499,134,2021-10-19,999.77,Debit,ATM,1017,Success
1500,17,2025-03-30,636.78,Debit,Mobile,1002,Success
1501,123,2025-08-14,2298.21,Debit,ATM,1016,Success
1502,15,2021-06-24,3158.74,Debit,Mobile,1003,Success
1503,106,2024-03-12,3018.45,Debit,Mobile,1005,Failed
1504,57,2020-08-18,-1580.22,Credit,Mobile,1021,Success
1505,179,2022-03-24,1422.85,Debit,ATM,1022,Success
1506,24,2025-02-03,710.54,Debit,Mobile,1023,Success
1507,14,2023-09-04,61.3,Debit,Web,1015,Success
1508,117,2025-03-14,247.46,Debit,Mobile,1021,Success
1509,68,2021-03-07,3611.66,Debit,Web,1018,Success
1510,60,2024-05-28,-1929.19,Credit,ATM,1001,Success
1511,160,2023-05-17,-1412.82,Credit,Mobile,1022,Success
1512,110,2021-01-05,-1651.73,Credit,Mobile,1021,Success
1513,137,2025-07-07,-354.7,Credit,Mobile,1015,Success
1514,141,2021-03-21,1077.75,Debit,Mobile,1023,Success
1515,122,2023-01-19,-1818.78,Credit,Web,1007,Success
1516,32,2020-05-30,-3024.23,Credit,Web,1026,Success
1517,123,2024-09-10,1795.32,Debit,Web,1009,Success
1518,134,2021-05-25,-2121.69,Credit,ATM,1003,Success
1519,63,2022-10-05,-2624.58,Credit,Mobile,1001,Success
1520,75,2023-07-22,3294.41,Debit,Mobile,1000,Success
1521,51,2024-01-07,1311.98,Debit,Mobile,1025,Success
1522,48,2024-10-20,-4219.37,Credit,Web,1007,Success
1523,47,2021-09-17,2318.84,Debit,ATM,1024,Success
1524,82,2023-06-18,666.72,Debit,Web,1003,Success
1525,79,2021-03-11,1511.03,Debit,Mobile,1001,Success
1526,8,2023-12-11,3959.66,Debit,ATM,1007,Success
1527,67,2024-08-05,-19.02,Credit,ATM,1022,Success
1528,22,2024-12-09,3262.21,Debit,Web,1009,Success
1529,1,2021-05-15,1284.21,Debit,Web,1014,Success
1530,151,2023-07-25,1377.79,Debit,Mobile,1012,Success
1531,189,2022-05-08,-4581.85,Credit,Mobile,1015,Failed
1532,184,2023-06-15,-4790.91,Credit,ATM,1026,Success
1533,122,2022-08-18,4825.36,Debit,Mobile,1015,Success
1534,108,2022-11-24,-2167.64,Credit,Mobile,1026,Failed
1535,24,2022-01-17,3367.84,Debit,Mobile,1025,Success
1536,165,2020-04-21,-100.23,Credit,Mobile,1009,Success
1537,129,2022-10-05,4960.85,Debit,Mobile,1026,Success
1538,64,2024-04-14,2316.15,Debit,Mobile,1000,Success
1539,82,2024-06-11,2912.71,Debit,Web,1009,Success
1540,125,2024-06-10,-4687.62,Credit,ATM,1017,Success
1541,39,2022-05-24,4599.13,Debit,Mobile,1009,Success
1542,75,2022-10-16,-438.66,Credit,Mobile,1005,Success
1543,182,2024-02-14,-686.79,Credit,ATM,1019,Success
1544,60,2023-07-20,1091.86,Debit,Mobile,1016,Success
1545,69,2023-05-17,4873.7,Debit,Mobile,1003,Success
1546,135,2021-07-18,3681.77,Debit,ATM,1023,Success
1547,17,2023-11-20,1083.79,Debit,Web,1013,Success
1548,47,2022-01-02,4776.82,Debit,ATM,1013,Success
1549,8,2024-10-31,4771.28,Debit,ATM,1020,Success
1550,73,2024-07-19,-1445.81,Credit,Mobile,1017,Success
1551,31,2020-03-08,2981.07,Debit,Mobile,1002,Success
1552,4,2021-07-01,-2103.64,Credit,ATM,1022,Success
1553,63,2025-01-19,716.17,Debit,ATM,1001,Success
1554,166,2021-05-18,4460.99,Debit,Mobile,1024,Success
1555,86,2024-12-22,4244.88,Debit,Mobile,1012,Success
1556,110,2020-05-29,-4072.94,Credit,Web,1020,Success
1557,96,2025-08-15,-3306.57,Credit,ATM,1025,Success
1558,65,2023-07-03,-3961.39,Credit,Web,1002,Success
1559,185,2021-09-08,1356.9,Debit,Web,1018,Success
1560,108,2020-08-06,-469.15,Credit,Mobile,1025,Success
1561,117,2021-08-27,-1702.75,Credit,Mobile,1002,Success
1562,122,2024-04-30,754.46,Debit,Mobile,1002,Success
1563,127,2025-02-08,2026.9,Debit,Mobile,1021,Success
1564,69,2021-10-10,-1803.44,Credit,ATM,1006,Success
1565,107,2023-10-31,2383.53,Debit,ATM,1020,Success
1566,16,2020-08-17,1426.84,Debit,Web,1023,Success
1567,66,2025-10-31,-3798.22,Credit,Mobile,1013,Success
1568,1,2022-06-20,697.58,Debit,Mobile,1023,Success
1569,89,2024-02-05,579.85,Debit,Mobile,1005,Success
1570,23,2020-11-20,-3572.54,Credit,ATM,1023,Success
1571,89,2021-04-04,2082.14,Debit,Mobile,1008,Success
1572,94,2024-04-01,-1734.15,Credit,Mobile,1023,Success
1573,50,2023-12-23,-2911.41,Credit,Mobile,1003,Success
1574,27,2025-05-31,-4347.36,Credit,Mobile,1014,Success
1575,75,2023-09-17,505.85,Debit,ATM,1024,Success
1576,111,2020-04-10,1107.42,Debit,ATM,1005,Success
1577,115,2025-04-19,-2719.81,Credit,ATM,1014,Success
1578,78,2020-11-11,-4533.58,Credit,ATM,1020,Success
1579,181,2025-12-24,2315.11,Debit,Mobile,1004,Success
1580,159,2024-01-17,934.22,Debit,Mobile,1001,Success
1581,1,2023-11-16,3384.12,Debit,Mobile,1015,Success
1582,40,2024-09-10,2050.13,Debit,Web,1000,Success
1583,134,2024-06-29,4427.7,Debit,Web,1005,Success
1584,144,2022-11-11,783.55,Debit,Mobile,1009,Success
1585,43,2023-06-25,-3869.29,Credit,ATM,1024,Success
1586,63,2023-02-25,-3732.28,Credit,ATM,1025,Success
1587,159,2021-10-31,1156.63,Debit,Mobile,1024,Success
1588,160,2020-04-09,-3881.32,Credit,Mobile,1002,Success
1589,166,2024-01-20,-1639.32,Credit,Mobile,1015,Success
1590,106,2022-03-11,-3983.05,Credit,Web,1006,Success
1591,141,2022-07-11,-998.02,Credit,ATM,1009,Success
1592,48,2021-06-22,2465.1,Debit,Mobile,1024,Success
1593,14,2022-02-15,-2110.89,Credit,Mobile,1005,Success
1594,12,2021-12-31,1117.64,Debit,Mobile,1024,Success
1595,88,2021-04-06,2870.75,Debit,Web,1018,Success
1596,79,2022-06-20,2278.16,Debit,Web,1010,Success
1597,173,2021-06-14,3038.92,Debit,Mobile,1007,Success
1598,137,2021-07-20,1513.61,Debit,ATM,1016,Success
1599,23,2024-11-28,-4845.65,Credit,Mobile,1005,Success
1600,71,2020-10-16,-4292.85,Credit,Mobile,1021,Success
1601,17,2020-03-09,4986.4,Debit,ATM,1013,Success
1602,25,2020-12-15,490.06,Debit,Mobile,1000,Success
1603,182,2022-08-12,-3535.18,Credit,Web,1009,Success
1604,112,2024-01-08,-3853.8,Credit,Web,1001,Success
1605,40,2020-09-02,109.05,Debit,Web,1013,Success
1606,21,2022-12-16,4550.21,Debit,Mobile,1017,Success
1607,129,2020-06-30,4947.88,Debit,ATM,1024,Success
1608,160,2024-11-06,2373.19,Debit,Mobile,1000,Success
1609,74,2024-09-30,151.54,Debit,Web,1009,Success
1610,168,2024-04-16,-268.64,Credit,Mobile,1003,Success
1611,13,2021-09-10,1778.28,Debit,Mobile,1007,Success
1612,178,2021-02-20,1196.29,Debit,Mobile,1009,Success
1613,135,2024-07-26,-823.64,Credit,ATM,1019,Success
1614,78,2020-06-03,-4178.24,Credit,Web,1001,Success
1615,23,2022-04-20,4830.11,Debit,Mobile,1006,Success
1616,146,2023-08-04,4643.66,Debit,ATM,1017,Success
1617,61,2021-09-28,-2638.85,Credit,Mobile,1002,Success
1618,76,2024-11-03,949.87,Debit,Web,1019,Success
1619,98,2023-01-06,765.08,Debit,Mobile,1003,Success
1620,138,2022-04-08,-3664.14,Credit,Mobile,1000,Failed
1621,74,2022-01-18,-3673.73,Credit,Mobile,1012,Success
1622,47,2023-11-29,-2164.13,Credit,Web,1015,Success
1623,10,2020-05-12,4731.57,Debit,Mobile,1011,Success
1624,70,2022-06-23,4556.8,Debit,Web,1005,Failed
1625,19,2025-10-27,-1097.73,Credit,Mobile,1020,Success
1626,145,2021-06-11,2014.8,Debit,Web,1009,Success
1627,36,2020-02-08,-3488.64,Credit,Mobile,1017,Success
1628,8,2022-11-26,168.2,Debit,ATM,1021,Success
1629,110,2020-11-01,-3204.19,Credit,Mobile,1020,Success
1630,113,2021-02-09,3157.9,Debit,Mobile,1014,Success
1631,1,2023-04-18,-2289.14,Credit,Mobile,1018,Success
1632,15,2025-09-19,4466.83,Debit,Mobile,1019,Success
1633,105,2025-10-14,2796.75,Debit,Web,1009,Success
1634,80,2020-04-02,3741.24,Debit,Web,1021,Success
1635,3,2021-09-26,3815.8,Debit,Mobile,1011,Success
1636,39,2024-08-13,4043.01,Debit,Web,1025,Success
1637,109,2021-05-04,-617.36,Credit,Mobile,1010,Success
1638,99,2021-06-22,2096.24,Debit,Web,1021,Success
1639,59,2023-11-06,2066.42,Debit,Web,1007,Success
1640,132,2022-06-15,-4652.97,Credit,Web,1007,Success
1641,6,2023-07-22,-4835.67,Credit,Mobile,1002,Success
1642,167,2025-08-03,-4396.08,Credit,Web,1004,Success
1643,187,2025-02-15,2103.83,Debit,Mobile,1017,Success
1644,38,2023-09-13,-2451.87,Credit,Mobile,1010,Success
1645,186,2024-09-17,1928.53,Debit,Web,1018,Success
1646,16,2022-06-19,1891.63,Debit,Web,1015,Success
1647,46,2024-01-16,3939.92,Debit,Mobile,1013,Success
1648,112,2022-02-14,-1700.4,Credit,Web,1022,Success
1649,185,2020-06-21,-2297.58,Credit,Mobile,1013,Success
1650,12,2025-08-20,-2772.03,Credit,Mobile,1012,Success
1651,24,2022-02-28,2039.98,Debit,Web,1004,Success
1652,157,2025-02-23,4226.73,Debit,Mobile,1022,Success
1653,16,2025-10-26,3610.2,Debit,Mobile,1000,Success
1654,172,2020-05-03,984.44,Debit,Web,1008,Success
1655,70,2024-08-10,-4493.19,Credit,Mobile,1016,Success
1656,2,2025-05-15,3863.09,Debit,Mobile,1011,Success
1657,104,2021-04-06,-1237.28,Credit,Mobile,1001,Success
1658,164,2020-09-26,-4252.45,Credit,Mobile,1019,Success
1659,178,2021-09-14,-4281.44,Credit,Mobile,1018,Success
1660,158,2020-06-20,4308.25,Debit,Mobile,1025,Success
1661,113,2023-07-20,-4137.54,Credit,Mobile,1000,Failed
1662,70,2022-02-20,3706.78,Debit,Mobile,1002,Success
1663,161,2024-07-16,-3557.95,Credit,Mobile,1020,Success
1664,167,2023-11-02,4434.28,Debit,Web,1025,Success
1665,25,2023-10-25,2395.53,Debit,Mobile,1008,Success
1666,23,2024-03-04,2045.52,Debit,Mobile,1012,Success
1667,126,2021-03-06,4343.98,Debit,Mobile,1026,Success
1668,55,2024-01-08,-1718.87,Credit,Mobile,1002,Success
1669,155,2022-06-19,1019.13,Debit,Mobile,1010,Success
1670,144,2024-08-13,4546.34,Debit,Web,1008,Success
1671,154,2021-06-08,701.04,Debit,Mobile,1000,Success
1672,116,2020-07-13,3614.24,Debit,Mobile,1019,Success
1673,41,2024-01-18,-1136.52,Credit,Web,1013,Success
1674,41,2025-07-01,-2206.76,Credit,Mobile,1003,Success
1675,188,2022-01-14,-3338.41,Credit,Web,1007,Success
1676,34,2023-10-30,1831.2,Debit,Web,1006,Success
1677,18,2020-01-25,764.98,Debit,Mobile,1001,Success
1678,151,2023-03-25,-2502.34,Credit,Mobile,1026,Success
1679,32,2021-02-12,-2952.17,Credit,ATM,1006,Success
1680,66,2020-09-07,-1393.12,Credit,Mobile,1011,Success
1681,9,2022-03-29,1009.39,Debit,Mobile,1005,Success
1682,31,2023-04-15,-4046.21,Credit,Mobile,1012,Success
1683,48,2025-07-31,3958.34,Debit,Mobile,1025,Success
1684,130,2023-06-23,4314.72,Debit,Mobile,1007,Success
1685,63,2025-07-16,552.25,Debit,Web,1002,Success
1686,144,2025-01-15,3787.48,Debit,ATM,1019,Success
1687,181,2023-03-01,-3725.39,Credit,Web,1008,Success
1688,109,2025-07-19,1602.3,Debit,Mobile,1020,Success
1689,12,2025-03-15,3784.5,Debit,Mobile,1023,Success
1690,84,2021-07-21,-4548.05,Credit,Mobile,1024,Success
1691,191,2024-08-17,-3336.12,Credit,Mobile,1017,Success
1692,132,2021-04-09,-2573.35,Credit,ATM,1024,Success
1693,31,2025-06-02,-610.85,Credit,Mobile,1005,Success
1694,47,2020-07-24,3422.17,Debit,Mobile,1012,Success
1695,141,2022-04-05,-1897.17,Credit,Web,1015,Success
1696,94,2020-07-03,-671.45,Credit,ATM,1003,Success
1697,134,2020-11-11,-3833.62,Credit,Web,1002,Success
1698,113,2024-02-10,-2322.22,Credit,Mobile,1026,Success
1699,14,2020-07-26,-4451.5,Credit,Web,1010,Success
1700,90,2021-09-16,-788.27,Credit,Mobile,1025,Success
1701,22,2020-08-21,2707.24,Debit,ATM,1023,Success
1702,103,2023-09-16,2204.02,Debit,Mobile,1021,Success
1703,9,2021-01-07,4378.3,Debit,Web,1000,Success
1704,171,2022-10-11,-3528.22,Credit,Web,1019,Success
1705,101,2021-11-11,-373.66,Credit,Mobile,1001,Success
1706,19,2022-04-04,-4492.81,Credit,Mobile,1013,Success
1707,11,2021-07-30,4159.07,Debit,Mobile,1003,Success
1708,174,2023-10-12,1397.33,Debit,Mobile,1021,Success
1709,77,2024-01-18,3155.93,Debit,ATM,1009,Success
1710,152,2020-07-20,4322.04,Debit,Mobile,1008,Success
1711,26,2021-11-05,-2948.3,Credit,Web,1015,Success
1712,108,2020-06-08,-3824.19,Credit,Web,1010,Success
1713,77,2022-01-21,688.08,Debit,Web,1025,Success
1714,123,2025-10-10,3666.45,Debit,Mobile,1024,Success
1715,96,2023-08-03,524.86,Debit,Mobile,1021,Success
1716,1,2021-11-25,2917.44,Debit,Web,1024,Success
1717,145,2022-02-14,1570.84,Debit,ATM,1009,Success
1718,140,2024-07-25,4642.53,Debit,Web,1008,Success
1719,101,2020-03-30,506.39,Debit,ATM,1014,Success
1720,122,2024-01-23,1539.16,Debit,Mobile,1012,Success
1721,24,2024-02-12,-1423.27,Credit,Web,1016,Success
1722,148,2024-01-31,41.3,Debit,Web,1022,Success
1723,42,2025-11-03,3716.82,Debit,Mobile,1009,Success
1724,23,2022-07-21,-1746.91,Credit,Web,1006,Success
1725,65,2024-09-04,1681.34,Debit,ATM,1007,Success
1726,135,2025-07-23,1021.82,Debit,Mobile,1017,Success
1727,180,2021-09-20,-4235.07,Credit,Web,1024,Success
1728,156,2022-10-15,3285.15,Debit,Web,1002,Success
1729,20,2022-04-28,3902.43,Debit,Mobile,1002,Success
1730,14,2025-01-29,791.45,Debit,Mobile,1013,Failed
1731,112,2020-12-30,4759.99,Debit,Mobile,1011,Success
1732,166,2020-09-22,-1285.73,Credit,Mobile,1015,Success
1733,88,2024-02-14,3187.0,Debit,Web,1021,Success
1734,56,2024-03-02,574.5,Debit,Mobile,1026,Failed
1735,151,2020-06-09,3729.68,Debit,Web,1024,Success
1736,152,2025-01-28,1163.36,Debit,Web,1015,Success
1737,145,2024-01-17,717.27,Debit,Mobile,1026,Success
1738,116,2022-08-08,-2730.03,Credit,Mobile,1021,Success
1739,28,2022-10-19,4598.19,Debit,Mobile,1020,Success
1740,66,2022-04-10,-4746.83,Credit,Mobile,1012,Success
1741,177,2021-07-15,-2531.17,Credit,Mobile,1009,Success
1742,63,2021-11-18,3515.36,Debit,Mobile,1026,Success
1743,9,2024-06-28,-2750.21,Credit,Mobile,1009,Success
1744,86,2022-01-15,296.45,Debit,Mobile,1005,Success
1745,137,2023-10-17,401.73,Debit,Web,1012,Success
1746,43,2022-04-10,-898.06,Credit,Mobile,1007,Success
1747,17,2025-12-09,1963.17,Debit,Mobile,1010,Success
1748,38,2021-10-06,-2750.42,Credit,Mobile,1000,Success
1749,191,2020-06-28,4888.75,Debit,Web,1015,Success
1750,66,2021-10-13,2241.98,Debit,Web,1006,Success
1751,7,2022-02-09,-1369.65,Credit,Mobile,1012,Success
1752,130,2025-04-28,-579.8,Credit,Web,1001,Success
1753,174,2025-08-03,1692.23,Debit,ATM,1015,Failed
1754,21,2020-11-28,-2950.75,Credit,Mobile,1010,Success
1755,114,2024-05-20,-3362.52,Credit,ATM,1000,Success
1756,111,2024-07-25,4954.59,Debit,Mobile,1006,Success
1757,38,2021-08-21,1584.66,Debit,Mobile,1016,Success
1758,128,2022-10-14,2178.68,Debit,Web,1017,Success
1759,89,2024-08-22,-53.01,Credit,Web,1019,Failed
1760,28,2021-10-09,1003.12,Debit,Mobile,1021,Success
1761,34,2023-04-27,1269.12,Debit,ATM,1017,Success
1762,142,2025-02-19,-248.33,Credit,Mobile,1005,Success
1763,58,2020-09-12,-231.15,Credit,Mobile,1020,Success
1764,92,2020-12-23,-229.37,Credit,ATM,1016,Success
1765,158,2024-10-29,4249.39,Debit,ATM,1007,Success
1766,179,2022-10-22,361.4,Debit,Web,1002,Success
1767,27,2023-12-29,-4850.21,Credit,Web,1020,Success
1768,176,2024-03-27,4444.22,Debit,Mobile,1019,Success
1769,176,2020-08-17,2227.44,Debit,Web,1004,Success
1770,79,2022-09-26,-2231.19,Credit,Mobile,1004,Success
1771,172,2022-09-11,-3497.53,Credit,Mobile,1011,Success
1772,9,2025-01-22,864.18,Debit,Mobile,1008,Success
1773,24,2021-12-11,-2010.91,Credit,Mobile,1022,Success
1774,157,2025-11-22,2095.37,Debit,Mobile,1006,Success
1775,105,2023-03-30,-274.79,Credit,ATM,1003,Success
1776,148,2025-05-19,4663.31,Debit,Web,1009,Success
1777,184,2022-10-16,-956.5,Credit,Mobile,1012,Success
1778,88,2021-06-21,-517.4,Credit,Mobile,1018,Success
1779,36,2022-01-02,-3261.28,Credit,Mobile,1025,Success
1780,114,2020-09-30,491.05,Debit,Mobile,1010,Success
1781,159,2021-10-24,4491.31,Debit,Mobile,1022,Success
1782,185,2025-08-31,-3478.65,Credit,Mobile,1005,Success
1783,89,2022-07-26,970.48,Debit,Web,1002,Success
1784,100,2020-12-02,4883.34,Debit,Mobile,1002,Success
1785,2,2025-09-08,3795.53,Debit,Web,1021,Success
1786,192,2020-11-02,2370.68,Debit,Mobile,1007,Success
1787,20,2024-08-10,-989.85,Credit,Mobile,1011,Failed
1788,86,2022-07-31,-2352.8,Credit,Mobile,1003,Success
1789,99,2022-03-20,4243.32,Debit,Mobile,1016,Success
1790,85,2023-10-03,-3482.58,Credit,Web,1020,Success
1791,73,2024-01-10,4550.53,Debit,Mobile,1008,Success
1792,116,2023-04-12,-2766.02,Credit,Mobile,1012,Success
1793,78,2023-09-09,-1337.94,Credit,Mobile,1013,Failed
1794,54,2024-11-08,-2447.8,Credit,Web,1000,Success
1795,31,2024-05-30,-3303.61,Credit,Mobile,1016,Failed
1796,157,2024-03-10,-4231.24,Credit,Web,1016,Success
1797,96,2023-09-13,4418.27,Debit,Web,1026,Success
1798,33,2021-08-13,-4352.09,Credit,Mobile,1015,Success
1799,10,2024-09-20,646.51,Debit,Web,1008,Success
1800,117,2020-08-09,-821.49,Credit,Mobile,1011,Success
1801,6,2020-05-23,3347.44,Debit,Web,1024,Success
1802,18,2020-07-28,-3213.32,Credit,Mobile,1021,Success
1803,46,2024-09-22,1696.77,Debit,Web,1005,Success
1804,11,2023-10-22,-4272.07,Credit,Mobile,1008,Success
1805,74,2023-06-28,-4237.62,Credit,ATM,1014,Success
1806,168,2021-07-19,-2067.7,Credit,Mobile,1011,Success
1807,134,2023-05-05,-2093.28,Credit,Web,1025,Success
1808,24,2022-02-28,-1773.98,Credit,Mobile,1014,Success
1809,125,2025-11-06,-4252.6,Credit,Mobile,1015,Success
1810,164,2022-07-14,826.88,Debit,Web,1013,Success
1811,132,2022-02-14,2698.66,Debit,Mobile,1011,Success
1812,164,2021-04-20,1419.74,Debit,Mobile,1003,Success
1813,167,2021-01-18,-4502.62,Credit,Mobile,1005,Success
1814,51,2020-10-12,4059.31,Debit,Mobile,1017,Success
1815,51,2024-04-25,2785.57,Debit,Mobile,1017,Success
1816,71,2025-07-11,3291.5,Debit,Mobile,1015,Success
1817,174,2022-06-26,1028.72,Debit,Web,1016,Success
1818,72,2024-11-18,706.75,Debit,ATM,1015,Success
